,STATION,CensusYear,Year,Month,DATE,Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,TotalPhosphorus,Chloride,10mLandCover_AgriculturalExtraction,10mLandCover_Anthropogenic,10mLandCover_AnthropogenicNatural,10mLandCover_Natural,Latitude,Longitude,250mLandCover_Agricultural,250mLandCover_Anthropogenic,250mLandCover_Natural,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total
7779,West 6,2016,2018,10,2018-10-16,,5.3,,,,,,,0.051,327.0,92526.0,69603.0,13421.0,48469.0,43.85401240304962,-78.97071421503588,249.0,1.0,104.0,0.0,4.2,142.8,3.2,83.2,2.2,25.6
410,6010400802,2011,2013,6,2013-06-19,0.4,,0.079,660.0,14.15,8.24,0.483,0.004,0.021,45.8,89721.0,18703.0,964.0,69586.0,43.9614470141,-79.1256539813,185.0,0.0,95.0,0.0,41.2,199.7,14.0,133.49999999999997,5.2,88.0
4064,6008310302,2011,2009,5,5-25-2009,0.74,22.7,0.373,1090.0,20.41,8.0,,0.018,0.042,155.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7691,West 12,2016,2017,5,2017-05-30,,5.0,,,,,,,0.031,335.0,5809.0,52578.0,3658.0,11079.0,43.863643975914606,-78.89203961905126,0.0,114.0,0.0,8.2,60.0,267.9,20.200000000000003,140.50000000000003,9.0,83.0
7295,Central 9,2016,2019,5,05-21-19,,4.6,,,,,,,0.01,262.0,48280.0,38960.0,1017.0,13305.0,43.92118609616743,-78.84577670771094,111.0,42.0,3.0,0.0,3.8,239.3,2.7,111.7,0.0,39.5
2386,6008200302,2006,2005,5,5-18-2005,0.53,6.2,0.718,2548.0,29.98,9.0,,0.033,0.023,755.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121,6009400202,2006,2007,1,1-29-2007,0.74,4.0,1.58,7734.0,13.0,8.0,,0.1639999999999999,0.02,2510.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,6008000702,2001,2003,12,12-18-2003,,,,2551.0,13.0,8.0,,,,,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4635,6008500402,2001,2003,12,12-16-2003,,14.0,1.88,,,,,0.001,0.02,902.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,6010800202,2006,2004,9,2004-09-21,0.25,,0.842,576.0,1.61,8.31,1.1,0.008,0.01,41.1,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,481.0,22.0,223.0,0.0,1.0,138.0,0.0,77.39999999999999,0.0,45.8
5428,6009700302,2016,2020,9,9-23-2020,0.98,7.0,0.11,1033.0,12.19,8.35,,0.011,0.0454,207.0,0.0,0.0,0.0,0.0,43.85845638898,-79.23325335638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3013,6008300902,2006,2005,3,3-29-2005,,,,381.0,13.0,8.0,,,,,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4792,6008501402,2001,2000,10,10-17-2000,4.84,5.0,1.68,,,,,0.37,0.086,148.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530,6009700702,2016,2015,8,8-18-2015,0.42,3.0,0.11,740.0,5.01,8.4,,0.011,0.0202,105.0,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,6008000702,2001,2003,8,8-25-2003,0.29,2.0,0.005,1203.0,19.69,8.0,,0.001,0.02,179.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,6008200302,2006,2005,9,9-19-2005,0.6,5.0,0.59,1234.0,10.0,8.0,,0.006,0.05,322.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5858,6009701302,2016,2016,12,12-13-2016,0.45,2.0,0.6,1121.0,15.27,8.57,,0.006,0.021,183.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,6011100302,2011,2012,4,2012-04-25,0.29,,0.727,608.0,12.98,8.29,1.021,0.004,0.006,37.3,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,609.0,1.0,26.0,0.0,16.4,66.2,9.8,22.8,0.6,17.200000000000003
3325,6008301202,2016,2017,9,9-21-2017,0.85,3.0,1.52,1771.0,19.25,8.77,,0.291,0.17,397.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,6010800202,2006,2008,5,2008-05-21,0.02,,0.643,618.0,13.09,8.39,0.666,0.003,0.036,55.8,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,486.0,27.0,213.0,0.0,17.0,118.8,14.2,59.2,0.0,21.2
1627,17002113702,2006,2006,8,2006-08-15,0.49,,0.216,544.0,8.69,8.26,0.711,0.005,0.077,31.0,0.0,0.0,0.0,0.0,44.1318756391999,-78.828877731,361.0,0.0,204.0,0.0,2.9,231.2,2.9,103.9,2.9,18.5
806,6011100302,2006,2007,10,2007-10-23,0.23,,0.714,531.0,12.22,8.33,0.949,0.005,0.012,25.9,227321.0,67450.0,8582.0,94473.0,43.9462080141,-78.9036611061,621.0,0.0,15.0,7.8,16.4,113.3,15.2,89.9,15.2,18.0
4978,6008501402,2001,2000,6,6-12-2000,1.5,144.0,1.17,,,,,0.132,0.24,89.8,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5580,6009701102,2011,2013,10,10-21-2013,0.44,6.9,0.3279999999999999,734.0,15.32,8.59,0.83,0.0139999999999999,0.019,108.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,6008300902,2011,2010,9,9-20-2010,0.22,2.6,0.176,545.0,11.68,7.74,,0.01,0.023,17.8,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,6010800202,2011,2009,10,2009-10-19,0.27,,0.696,631.0,14.11,8.33,0.97,0.004,0.003,49.5,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,486.0,41.0,199.0,0.0,0.4,111.4,0.0,88.30000000000001,0.0,28.0
423,6010400802,2016,2014,11,2014-11-18,0.29,,0.153,718.0,19.01,8.41,0.39,0.001,0.017,55.6,89721.0,18703.0,964.0,69586.0,43.9614470141,-79.1256539813,189.0,0.0,91.0,0.0,1.2,108.8,0.0,32.8,0.0,14.9
4823,6008501402,2001,2002,11,11-12-2002,1.21,63.2,1.07,,,,,0.136,0.149,85.4,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7111,CC005,2016,2017,9,9-18-2017,0.39,10.0,0.055,979.0,10.45,7.96,0.456,0.011,0.0149,101.0,62244.0,14569.0,9182.0,28835.0,43.9036461242826,-79.02242423756033,144.0,0.0,15.0,0.8,0.8,152.7,0.8,43.4,0.8,25.6
1996,6008000602,2006,2007,8,8-28-2007,0.51,4.2,0.161,1306.0,15.75,8.0,,0.005,0.032,280.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,6008500302,2016,2019,3,3-27-2019,0.5,3.0,0.69,2103.0,15.65,8.25,,0.016,0.0355,509.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4620,6008500402,2011,2010,11,11-25-2010,0.45,4.1,0.66,988.0,14.09,8.1,,0.012,0.03,178.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,6008200302,2011,2012,9,9-27-2012,0.63,2.9,0.745,1956.0,15.93,8.25,,0.01,0.022,142.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6619,6010402702,2016,2014,7,7-2-2014,0.58,10.0,0.18,535.0,11.24,8.43,,0.01,0.009,32.0,342887.0,82010.0,25745.0,509280.0,43.871484264,-79.06518285621999,675.0,8.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3007703502,2016,2019,5,2019-05-28,,,0.96,609.0,9.83,8.29,1.3,0.01,0.0599,65.7,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,238.0,24.0,401.0,4.2,25.4,209.6,21.0,105.6,15.2,33.2
3109,6008300902,2006,2008,9,9-15-2008,1.03,61.1,0.499,545.0,18.23,8.0,,0.018,0.17,34.3,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,17002113602,2016,2015,11,2015-11-18,,,0.868,637.0,12.17,8.1,1.13,0.009,0.02,54.6,0.0,0.0,0.0,0.0,44.2002268892999,-78.94943135609999,2025.0,0.0,829.0,3.8,16.6,132.8,3.8,93.6,3.8,32.8
6045,6009701802,2016,2017,11,11-20-2017,,8.4,,798.0,13.38,8.64,2.29,0.022,0.1104,81.8,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5870,6009701302,2016,2018,2,2-20-2018,1.26,15.0,0.82,646.0,18.53,8.25,,0.019,0.104,276.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,6010800202,2006,2008,7,2008-07-22,0.5,,0.617,611.0,10.66,8.41,1.13,0.013,0.057,57.6,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,486.0,27.0,213.0,21.8,75.89999999999999,229.40000000000003,73.6,136.5,22.6,93.5
7125,Central 1,2016,2018,5,2018-05-22,,2.0,,,,,,,0.033,10.8,26870.0,2306.0,43.0,21161.0,44.01699451152554,-78.84551583914593,78.0,0.0,2.0,0.0,54.2,288.6,40.2,131.4,34.0,92.4
3002,6008300902,2011,2010,3,3-22-2010,0.74,87.7,0.4639999999999999,544.0,15.01,7.18,,0.006,0.1009999999999999,33.6,0.0,0.0,0.0,0.0,43.88810001401,-79.71795598183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4601,6008500402,2006,2007,10,10-24-2007,0.78,13.0,0.41,688.0,10.0,8.0,,0.02,0.07,122.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3796,6008301902,2001,2002,6,6-17-2002,1.06,58.0,0.71,,,,,0.076,0.105,96.7,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5941,6009701302,2011,2009,6,6-23-2009,0.57,11.1,1.78,715.0,10.0,8.0,,0.019,0.0289999999999999,81.4,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3481,6008301802,2011,2011,5,5-17-2011,0.69,35.8,0.276,561.0,11.81,8.36,,0.004,0.124,49.8,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3007703502,2016,2018,11,2018-11-06,,,2.36,607.0,10.97,8.09,2.41,0.01,0.0469,69.0,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,212.0,24.0,427.0,4.4,58.4,157.8,8.4,101.8,6.800000000000001,64.8
4813,6008501402,2011,2009,10,10-29-2009,0.79,4.6,1.94,1118.0,23.82,8.0,,0.039,0.099,208.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,6008300202,2016,2019,2,2-27-2019,2.0,12.0,0.65,3327.0,,7.58,,0.032,0.1159999999999999,966.0,0.0,0.0,0.0,0.0,43.73686613887,-79.62831823174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6727,6010402902,2016,2017,12,12-11-2017,0.34,4.0,0.33,616.0,15.03,8.77,0.681,0.011,0.011,30.6,116047.0,21210.0,5290.0,92254.0,43.95051113741628,-79.0852601060121,312.0,0.0,59.0,4.0,13.2,86.9,4.0,35.5,4.0,16.2
7119,Central 1,2016,2020,8,08-18-20,,9.8,,,,,,,0.069,13.2,26870.0,2306.0,43.0,21161.0,44.01699451152554,-78.84551583914593,78.0,0.0,2.0,0.0,14.0,148.5,3.6,86.7,2.4,24.0
4662,6008500402,2011,2012,3,3-21-2012,0.49,17.6,0.63,2647.0,12.01,7.89,,0.0139999999999999,0.038,719.0,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4014,6008310302,2016,2016,3,3-17-2016,1.8,138.0,2.56,452.0,13.06,8.09,,0.011,0.361,105.0,0.0,0.0,0.0,0.0,43.75823701389,-79.67843885679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7376,East 2,2016,2018,7,2018-07-17,,4.5,,,,,,,0.0499,128.0,110336.0,53000.0,834.0,74341.0,43.90938513366199,-78.798219017617,259.0,19.0,97.0,0.0,5.1,55.5,5.1,34.5,4.1,12.3
1880,6008000602,2011,2011,2,2-24-2011,0.56,8.4,1.8,5654.0,16.84,8.21,,0.04,0.035,1670.0,0.0,0.0,0.0,0.0,43.60505563875,-79.55975310668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6584,6010402702,2016,2016,4,4-18-2016,0.28,2.0,0.29,611.0,12.86,8.48,,0.011,0.0139,43.1,342887.0,82010.0,25745.0,509280.0,43.871484264,-79.06518285621999,728.0,8.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5251,6009400202,2016,2015,6,6-23-2015,0.91,101.0,0.79,198.0,11.15,7.96,,0.026,0.179,61.7,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3452,6008301802,2006,2004,3,3-25-2004,,9.0,0.84,,,,,0.026,0.08,39.1,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6318,6010400802,2016,2016,11,11-21-16,,1.1,,572.0,13.96,8.62,0.21,,0.0072999999999999,25.2,89721.0,18703.0,964.0,69586.0,43.96144701381432,-79.12565398133975,219.0,0.0,61.0,0.0,2.4,81.6,2.4,30.0,0.0,4.0
3605,6008301902,2006,2005,10,10-19-2005,0.41,4.9,0.364,,,,,0.011,0.018,161.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3342,6008301802,2011,2013,1,1-21-2013,0.14,2.1,0.7440000000000001,618.0,17.6,7.87,,0.002,0.003,49.9,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5527,6009700702,2016,2019,7,7-23-2019,1.0,8.0,0.16,816.0,10.35,8.59,,0.011,0.049,142.0,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7512,FB003WM,2016,2015,8,08-18-15,0.47,2.0,1.52,2810.0,5.44,7.97,2.03,0.04,0.0294,634.0,4119.0,42727.0,3347.0,26505.0,43.82644595388573,-79.0888364051583,15.0,80.0,26.0,1.2,11.6,249.0,1.2,164.2,1.2,43.0
2171,6008000702,2001,2002,6,6-21-2002,0.55,2.3,0.625,,,,,0.016,0.057,178.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6282,6010400102,2016,2018,7,7-23-2018,,28.9,,588.0,9.3,8.21,0.57,,0.0529,69.2,1145970.0,421443.0,96985.0,1167581.0,43.83918989152514,-79.03983860614731,2748.0,411.0,1256.0,9.5,53.2,104.6,49.1,68.4,12.5,54.2
4975,6008501402,2001,2002,5,5-9-2002,2.0,6.5,1.86,,,,,0.12,0.186,275.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5171,6009400202,2006,2008,12,12-16-2008,0.83,24.0,1.29,2401.0,17.0,8.0,,0.035,0.12,515.0,0.0,0.0,0.0,0.0,43.77987688891,-79.16791573130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780,6008300402,2016,2019,2,2-26-2019,1.54,10.0,0.41,1832.0,13.64,7.35,,0.0139999999999999,0.0663,247.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4720,6008500402,2006,2006,6,6-27-2006,,,,1220.0,8.0,7.0,,,,,0.0,0.0,0.0,0.0,43.80386488892999,-79.48313110660999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7750,West 5,2016,2019,7,07-24-19,,1.0,,,,,,,0.028,108.0,10769.0,6273.0,3743.0,8544.0,43.92772833821805,-79.01867380819196,33.0,0.0,13.0,0.0,98.2,318.70000000000005,0.8,227.40000000000003,0.8,153.60000000000002
7443,East 6,2016,2018,8,2018-08-22,,22.7,,,,,,,0.0575,16.0,123729.0,28600.0,725.0,132215.0,43.97281769331208,-78.7508330636277,320.0,0.0,131.0,0.0,47.8,164.79999999999998,30.0,99.0,30.0,77.2
2832,6008300402,2011,2013,6,6-18-2013,0.7,31.3,0.392,704.0,11.86,7.89,,0.01,0.084,100.0,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7802,West 8,2016,2019,6,06-18-19,,1.9,,,,,,,0.007,13.5,,,,,44.05034488995869,-79.03798252080988,7.0,0.0,118.0,0.0,20.2,225.8,2.4,113.2,0.0,67.0
5462,6009700702,2016,2019,11,11-26-2019,,,,1016.0,12.91,8.46,,,,,0.0,0.0,0.0,0.0,43.85933038898,-79.20441685635001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7424,East 5,2016,2020,8,08-18-20,,13.8,,,,,,,0.033,32.3,367085.0,155252.0,4365.0,361939.0,43.90113062833402,-78.68092850641656,968.0,72.0,379.0,1.0,16.8,172.0,13.0,90.0,1.4,30.8
2230,6008000702,2006,2006,9,9-20-2006,0.51,4.6,0.395,685.0,24.07,8.0,,0.0069999999999999,0.03,101.0,0.0,0.0,0.0,0.0,43.67833163882,-79.67950823179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,6010800202,2006,2007,5,2007-05-23,0.31,,0.695,597.0,14.5,8.29,1.015,0.01,0.008,52.8,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,479.0,24.0,223.0,0.0,1.0,123.4,0.0,52.3,0.0,35.599999999999994
1324,6011600502,2011,2012,11,2012-11-08,0.24,,0.766,507.0,16.79,8.25,1.007,0.001,0.009,15.2,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,294.0,0.0,160.0,0.0,2.4,144.70000000000002,0.0,94.8,0.0,54.9
6078,6009701802,2016,2015,2,2-17-2015,0.54,5.8,0.8240000000000001,785.0,27.97,7.99,,0.01,0.054,69.2,0.0,0.0,0.0,0.0,43.89673301402001,-79.32307035646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,6010800202,2016,2018,5,2018-05-22,,,0.59,676.0,10.55,8.29,0.87,0.0,0.0219,68.2,195979.0,101383.0,24866.0,138456.0,43.9336066389999,-78.9618889811,517.0,47.0,162.0,0.0,54.2,288.6,40.2,131.4,34.0,92.4
7579,PT001WM,2016,2016,10,10-18-16,2.77,2.0,0.94,1547.0,9.05,8.11,4.79,1.08,0.0341,325.0,119253.0,60069.0,4232.0,69163.0,43.803681746598656,-79.11029851493568,253.0,90.0,58.0,4.0,10.4,61.99999999999999,10.0,34.9,4.2,16.0
2288,6008200302,2011,2013,11,11-20-2013,0.4,2.3,0.5660000000000001,1086.0,16.12,8.15,0.8,0.01,0.022,205.0,0.0,0.0,0.0,0.0,43.62847488877,-79.49287135662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3302,6008301202,2006,2008,8,8-19-2008,1.13,2.0,1.66,1798.0,11.0,8.0,,0.099,0.04,362.0,0.0,0.0,0.0,0.0,43.67484451381,-79.50532260663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5785,6009701102,2006,2006,9,9-22-2006,0.498,9.0,0.52,,,,,0.008,0.05,87.2,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,6011600502,2016,2017,6,2017-06-21,,,0.697,497.0,,8.53,0.83,0.008,0.037,31.2,123729.0,29819.0,725.0,133010.0,43.9698207641,-78.7474947309,319.0,0.0,135.0,0.0,44.6,253.9,32.6,125.6,16.6,48.8
5837,6009701302,2006,2008,11,11-19-2008,0.42,9.0,1.81,782.0,16.0,8.0,,0.0139999999999999,0.05,73.4,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6602,6010402702,2016,2015,6,6-1-2015,0.55,35.0,0.382,616.0,14.05,8.11,,0.008,0.054,56.9,342887.0,82010.0,25745.0,509280.0,43.871484264,-79.06518285621999,691.0,8.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,6008300402,2006,2004,10,10-28-2004,0.3,3.0,0.12,,,,,0.005,0.06,89.8,0.0,0.0,0.0,0.0,43.79806763892999,-79.5810577317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5926,6009701302,2011,2012,5,5-23-2012,0.5,8.0,0.1639999999999999,,,,,0.005,0.02,125.0,0.0,0.0,0.0,0.0,43.81368113894,-79.1567646063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5782,6009701102,2006,2004,9,9-21-2004,,,,745.0,13.0,9.0,,,,,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5788,6009701102,2016,2015,9,9-22-2015,,2.1,,906.0,11.09,8.54,0.49,0.009,0.0636,176.0,0.0,0.0,0.0,0.0,43.81085851394,-79.15978098130999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4561,6008500302,2016,2016,9,9-21-2016,0.71,4.0,0.45,1106.0,12.03,8.52,,0.04,0.0709,177.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,6011600102,2011,2009,7,2009-07-16,0.22,,0.571,448.0,10.36,8.36,0.7959999999999999,0.005,0.014,19.8,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,859.0,62.0,510.0,0.0,13.1,178.20000000000002,2.1,62.8,2.1,21.200000000000003
1191,6011600102,2011,2010,5,2010-05-05,0.26,,0.452,477.0,11.49,8.41,0.718,0.006,0.01,23.0,367085.0,157049.0,4561.0,364490.0,43.894292014,-78.6750209809,853.0,62.0,516.0,5.8,15.1,94.6,9.4,35.3,6.8,15.1
145,3007703502,2016,2019,1,2019-01-04,,,2.19,739.0,,8.13,2.22,0.014,0.022,91.3,0.0,0.0,0.0,0.0,44.1377576391999,-79.11259960629991,238.0,24.0,401.0,0.0,12.8,64.0,0.0,41.0,0.0,19.0
6350,6010400802,2016,2018,9,9-25-2018,,13.5,,721.0,7.45,8.03,0.28,,0.0412,72.8,89721.0,18703.0,964.0,69586.0,43.96144701381432,-79.12565398133975,260.0,0.0,20.0,7.0,12.8,136.2,8.8,41.8,8.8,13.0
3572,6008301802,2016,2020,9,9-22-2020,0.87,20.9,0.44,632.0,11.79,8.35,,0.002,0.105,61.5,0.0,0.0,0.0,0.0,43.92614413905,-79.80320748191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7356,East 12,2016,2020,7,07-21-20,,2.1,,,,,,,0.035,11.1,3301.0,450.0,6.0,876.0,44.03108977959189,-78.68564773350299,5.0,0.0,0.0,0.0,13.9,130.3,6.5,82.0,0.0,65.4
6976,6010700202,2006,2006,4,4-26-2006,0.6559999999999999,11.0,0.89,,,,,0.004,0.04,29.8,171066.0,136661.0,53361.0,123321.0,43.848318888970006,-78.99885435616,378.0,29.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,6008500302,2016,2020,11,11-25-2020,1.0,3.0,0.51,2845.0,12.33,8.18,,0.022,0.0524,760.0,0.0,0.0,0.0,0.0,43.80312626393,-79.39687998153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6801,6010403702,2016,2019,2,2-25-2019,1.81,6.0,1.15,1607.0,13.23,7.05,,0.026,0.0634,388.0,0.0,0.0,0.0,0.0,43.93716151406,-79.20343035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3742,6008301902,2006,2004,4,4-19-2004,0.97,84.7,1.21,,,,,0.034,0.138,190.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,29,2016,2015,7,2015-07-28,,,,,12.43,8.31,,,0.0042,22.9,3767421.0,2767176.0,375275.0,3109815.0,43.829440000000005,-78.86777999999998,9176.0,2783.0,3529.0,0.0,92.0,326.2,70.0,117.4,0.0,109.4
3800,6008301902,2001,2003,6,6-2-2003,0.61,7.2,0.527,,,,,0.016,0.031,200.0,0.0,0.0,0.0,0.0,43.65143463879001,-79.49132860662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4802,6008501402,2016,2015,10,10-22-2015,,3.8,,1338.0,10.87,8.31,2.85,0.09,0.486,259.0,0.0,0.0,0.0,0.0,43.68847163883,-79.36213573149999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
